name,creditScore,income,loanAmount,monthDuration,p1,p2,approval,rate,yearlyReimbursement
John Doe,779,1084,1792468,5,886,9207,0,0,0
John Doe,545,119657,847249,16,996,2253,0,0.067,88281.36422
John Doe,614,30493,394760,17,39,6805,0,0.067,39819.7079
John Doe,679,96907,413195,6,829,5279,0,0.059,81940.15972
John Doe,360,239097,1142064,7,612,6622,0,0,0
John Doe,349,32907,1714609,23,723,3641,0,0,0
John Doe,564,290006,1319458,25,173,11,0,0,0
John Doe,435,150351,788134,24,749,3126,0,0.08,73963.61324
John Doe,361,55696,1636836,16,704,229,0,0,0
John Doe,430,269304,826313,7,394,9447,0,0.059,144379.974
John Doe,342,170424,1593358,3,47,421,0,0,0
John Doe,714,116799,852314,5,534,5920,0,0.059,235392.0605
John Doe,788,23027,1239730,15,264,9443,0,0,0
John Doe,721,94534,460844,1,622,5130,0,0.055,567048.9498
John Doe,546,296380,1545676,27,237,4771,0,0,0
John Doe,728,3796,1074397,17,810,8389,0,0,0
John Doe,683,293145,875710,6,745,6322,0,0.059,177799.2152
John Doe,366,148522,1881270,25,811,3730,0,0,0
John Doe,735,222724,948113,13,796,5646,0,0.067,110331.0932
John Doe,478,259841,423939,4,609,9991,0,0.055,130619.6204
John Doe,601,79485,1609661,30,655,5057,0,0,0
John Doe,669,226993,1750071,14,283,4866,0,0,0
John Doe,636,80546,1030569,24,332,7836,0,0,0
John Doe,721,281883,148890,29,593,3342,1,0.085,13908.74368
John Doe,366,136097,1957676,5,259,9058,0,0,0
John Doe,439,126731,267220,22,476,7123,1,0.08,26149.98209
John Doe,627,275353,1625082,16,278,8493,0,0,0
John Doe,364,208615,1294876,14,687,7938,0,0,0
John Doe,693,95734,194921,19,787,7456,1,0.08,20258.99255
John Doe,766,230958,1860087,14,14,9662,0,0,0
John Doe,656,236323,1290453,3,164,7622,0,0,0
John Doe,821,32960,1182523,8,753,8053,0,0,0
John Doe,423,13728,1611209,1,771,2263,0,0,0
John Doe,790,104076,1263462,1,913,9052,0,0,0
John Doe,779,109244,826679,1,1,2122,0,0.055,851513.6068
John Doe,799,205327,1787567,11,482,4567,0,0,0
John Doe,656,241079,1190783,5,273,4752,0,0,0
John Doe,596,123590,1775304,28,284,854,0,0,0
John Doe,469,20011,1582463,6,204,344,0,0,0
John Doe,411,253002,1634540,13,656,4076,0,0,0
John Doe,569,117219,155683,0,337,8584,0,0.055, Infinity
John Doe,626,1065,358546,20,627,6172,0,0.08,36049.47133
John Doe,338,110434,1390684,27,925,2899,0,0,0
John Doe,819,110504,418331,23,867,633,1,0.08,39932.69328
John Doe,468,230691,212503,4,11,6368,1,0.055,59304.84906
John Doe,653,33788,81582,21,155,2185,1,0.08,8134.283568
John Doe,806,63679,835892,26,142,6079,0,0.085,80463.53391
John Doe,663,140780,108921,7,26,7702,1,0.059,20215.78109
John Doe,840,144264,180194,12,37,1962,1,0.063,21744.18557
John Doe,428,184135,149810,1,886,9871,0,0.055,364502.8012
John Doe,620,292787,864475,26,392,3192,1,0.085,82834.42228
John Doe,701,227782,1773124,28,391,9043,0,0,0
John Doe,660,20026,1951980,16,560,4735,0,0,0
John Doe,693,4651,1477884,8,625,7313,0,0,0
John Doe,844,62500,1492360,8,446,3033,0,0,0
John Doe,747,237307,1763172,14,438,19,0,0,0
John Doe,810,209529,457356,24,84,2955,1,0.08,43020.86973
John Doe,621,213478,1387078,18,965,240,0,0,0
John Doe,459,252018,546669,12,792,8412,0,0.063,65653.20507
John Doe,727,274891,275510,6,472,206,1,0.059,57317.32163
John Doe,762,94323,1440489,5,816,5088,0,0,0
John Doe,792,77000,584445,7,157,1408,0,0.059,108473.2254
John Doe,750,144374,996974,28,814,6712,0,0.085,93602.98306
John Doe,775,17123,1574157,23,459,2355,0,0,0
John Doe,405,173035,1459278,3,532,144,0,0,0
John Doe,571,74456,1090213,20,95,1243,0,0,0
John Doe,465,246700,1488356,11,804,2779,0,0,0
John Doe,392,155903,401536,8,996,3255,0,0.059,65236.02947
John Doe,348,292602,534693,13,152,8278,0,0.067,62739.43701
John Doe,526,202766,1227128,18,942,6951,0,0,0
John Doe,481,5012,1182682,13,999,1814,0,0,0
John Doe,721,74019,1265677,12,935,776,0,0,0
John Doe,375,113397,1342900,28,507,3298,0,0,0
John Doe,828,28927,1170208,29,347,1461,0,0,0
John Doe,699,76978,946112,21,690,852,0,0.08,94489.01285
John Doe,848,264810,396191,14,386,9139,1,0.067,45014.63335
John Doe,551,80640,1743101,3,218,8554,0,0,0
John Doe,620,212093,1877670,1,834,5374,0,0,0
John Doe,598,166700,289998,18,925,6056,1,0.08,30448.48935
John Doe,667,218757,202484,24,99,3974,1,0.08,19137.13264
John Doe,638,247896,1771869,10,17,7894,0,0,0
John Doe,626,97823,1483505,13,618,847,0,0,0
John Doe,585,6684,1278990,15,214,3610,0,0,0
John Doe,331,25538,1046135,10,168,533,0,0,0
John Doe,750,262366,10170,13,457,8391,1,0.067,1193.320418
John Doe,552,132966,429501,14,145,8065,1,0.067,47534.98611
John Doe,498,193937,864295,23,36,4308,0,0.08,83269.15021
John Doe,705,181377,1055409,4,63,1665,0,0,0
John Doe,345,176311,1442163,19,954,5624,0,0,0
John Doe,449,261292,1749230,4,147,6322,0,0,0
John Doe,685,249556,1781662,27,543,773,0,0,0
John Doe,495,48447,1563402,21,258,1108,0,0,0
John Doe,673,194131,1575233,29,195,8149,0,0,0
John Doe,572,37202,1988814,29,675,6888,0,0,0
John Doe,643,174166,1272847,2,475,3280,0,0,0
John Doe,606,85671,1542295,7,312,3351,0,0,0
John Doe,355,100488,1678629,27,622,7009,0,0,0
John Doe,310,137744,1259030,10,652,5358,0,0,0
John Doe,592,115266,445902,2,149,728,0,0.055,294707.0582
John Doe,449,158411,1134741,6,135,6792,0,0,0
John Doe,696,241305,1523450,27,736,6436,0,0,0
John Doe,814,161635,1860591,10,898,8713,0,0,0
John Doe,632,146771,1083809,4,56,4351,0,0,0
John Doe,630,38387,49422,2,958,7771,0,0.055,31100.92224
John Doe,686,146580,969632,7,129,997,0,0.059,178094.3775
John Doe,488,278128,1809200,24,983,8532,0,0,0
John Doe,540,85961,1142612,12,100,5278,0,0,0
John Doe,576,24552,1191297,17,537,6627,0,0,0
John Doe,395,91656,145955,6,879,5421,1,0.059,29633.87931
John Doe,722,28310,409251,2,412,7087,0,0.055,300944.7828
John Doe,504,38586,1049326,12,852,132,0,0,0
John Doe,546,50761,1438123,2,324,4511,0,0,0
John Doe,500,291930,1807007,4,532,4228,0,0,0
John Doe,645,86758,1784788,23,832,5595,0,0,0
John Doe,708,269012,216562,27,18,1829,1,0.085,20624.50848
John Doe,335,196707,1953319,14,882,3772,0,0,0
John Doe,524,114963,726405,2,167,3012,0,0.055,480098.0498
John Doe,552,162530,973636,2,131,7375,0,0.055,863516.8445
John Doe,696,39071,934947,29,628,6830,0,0.085,87462.34997
John Doe,711,84939,1841253,14,260,7730,0,0,0
John Doe,632,173523,1698492,14,930,9131,0,0,0
John Doe,456,55030,1825362,16,600,6416,0,0,0
John Doe,585,146690,986031,29,16,1731,0,0.085,92111.30657
John Doe,303,228700,1304578,21,172,3016,0,0,0
John Doe,486,133314,1871095,24,109,3889,0,0,0
John Doe,747,182575,515986,11,797,2816,0,0.063,69264.90343
John Doe,628,223400,937553,25,625,6777,0,0.08,87785.48377
John Doe,372,92873,1754222,1,920,1376,0,0,0
John Doe,541,229997,719832,22,851,5038,0,0.08,70760.35418
John Doe,710,169349,1002137,19,467,1074,0,0,0
John Doe,370,118459,1139555,19,739,7856,0,0,0
John Doe,647,243515,551184,25,573,9695,1,0.08,51212.15757
John Doe,604,241551,1999850,30,732,3085,0,0,0
John Doe,662,9916,1184625,12,464,3652,0,0,0
John Doe,401,106640,933965,22,114,3745,0,0.08,90606.68951
John Doe,584,290276,1225276,7,918,3356,0,0,0
John Doe,401,4132,473750,24,498,4969,0,0.08,44994.81626
John Doe,604,229598,936131,4,33,8987,0,0.055,282499.4053
John Doe,425,6589,521949,11,926,7190,0,0.063,69249.59426
John Doe,488,70417,119494,18,921,755,1,0.08,12850.79231
John Doe,427,292297,114870,27,104,709,1,0.085,10867.91079
John Doe,416,223768,1470027,18,105,320,0,0,0
John Doe,361,87229,302425,11,638,9112,0,0.063,40358.57511
John Doe,611,183201,1449695,10,481,188,0,0,0
John Doe,502,7786,1822961,7,387,8350,0,0,0
John Doe,335,89473,1787062,26,80,1844,0,0,0
John Doe,489,270802,1301802,8,656,6448,0,0,0
John Doe,535,59136,747784,23,291,6558,0,0.08,71381.34423
John Doe,459,135044,1464710,27,600,7368,0,0,0
John Doe,478,58798,133950,21,812,333,1,0.08,13399.88975
John Doe,552,212957,1559150,25,263,738,0,0,0
John Doe,421,39829,1572622,9,393,6315,0,0,0
John Doe,703,126235,1264421,27,178,4023,0,0,0
John Doe,613,5019,542644,28,860,5588,0,0.085,51178.74387
John Doe,456,52646,1012623,14,370,8902,0,0,0
John Doe,519,251162,226397,18,551,7609,1,0.08,24183.17959
John Doe,473,73727,1220596,27,177,3529,0,0,0
John Doe,841,19814,591332,25,953,7052,0,0.08,55121.56369
John Doe,560,177663,1552129,21,686,4044,0,0,0
John Doe,595,175052,5192,15,818,2318,1,0.067,558.7563309
John Doe,620,213857,312002,15,241,7436,1,0.067,33243.41079
John Doe,762,152690,538002,11,394,5370,0,0.063,69396.11596
John Doe,835,45298,1459846,18,180,5427,0,0,0
John Doe,689,63245,241029,7,756,1466,0,0.059,42114.5023
John Doe,406,182261,1782253,17,140,5731,0,0,0
John Doe,698,262277,1924632,3,668,7927,0,0,0
John Doe,417,31827,454365,8,572,3920,0,0.059,78635.61244
John Doe,472,90406,58653,6,715,4283,1,0.059,12202.21722
John Doe,836,208129,754773,3,605,4267,0,0.055,314085.73
John Doe,507,253257,1634867,26,582,7406,0,0,0
John Doe,570,259516,985847,30,696,3375,0,0.085,91130.52307
John Doe,816,113175,373859,14,554,7381,1,0.067,41376.81256
John Doe,602,192480,1830442,23,527,5878,0,0,0
John Doe,763,62446,1210304,16,576,9872,0,0,0
John Doe,590,265289,1298735,23,762,5649,0,0,0
John Doe,397,186965,201172,21,91,7913,1,0.08,20025.55587
John Doe,569,163872,1158086,26,449,7007,0,0,0
John Doe,796,12910,990247,2,103,3468,0,0.055,878249.1246
John Doe,530,231412,85203,2,340,4073,1,0.055,56312.65497
John Doe,747,92915,817199,15,166,7940,0,0.067,88547.01809
John Doe,490,243933,1743384,29,571,9829,0,0,0
John Doe,633,176005,337097,16,810,8917,1,0.067,34495.49621
John Doe,330,295274,1296670,21,6,7322,0,0,0
John Doe,382,143742,1742004,15,305,9165,0,0,0
John Doe,621,84710,474638,26,61,2695,0,0.085,45688.97753
John Doe,772,267851,844273,23,96,9539,1,0.08,81563.07264
John Doe,711,292789,862336,15,494,3960,1,0.067,92803.48601
John Doe,621,169175,1854356,7,566,1983,0,0,0
John Doe,468,159996,494263,3,371,1524,0,0.055,251640.6719
John Doe,747,58973,995857,23,533,6311,0,0.08,95686.2285
John Doe,411,167945,682836,5,771,8744,0,0.059,162720.8484
John Doe,769,129194,1247721,30,548,6782,0,0,0
John Doe,726,103702,1132715,2,826,2014,0,0,0
John Doe,822,293745,256887,5,29,3063,1,0.059,61216.55946
John Doe,821,199700,1323772,23,837,6672,0,0,0
John Doe,682,266495,662398,1,750,4365,0,0.055,4001732.742
John Doe,840,89748,1647002,30,99,9975,0,0,0
John Doe,505,299756,20528,30,815,5615,1,0.085,1899.947783
John Doe,442,156669,1327996,19,540,1363,0,0,0
John Doe,777,288409,1495184,6,43,1580,0,0,0
John Doe,378,140074,468787,10,995,9090,0,0.063,67001.86716
John Doe,849,16321,223075,29,929,9643,0,0.085,20853.45293
John Doe,843,189982,1997167,1,941,8442,0,0,0
John Doe,714,62924,491505,3,975,8996,0,0.055,224932.1089
John Doe,644,30065,567484,10,357,3477,0,0.063,79535.5401
John Doe,756,286145,1760041,23,79,9254,0,0,0
John Doe,344,215216,1862258,16,120,3963,0,0,0
John Doe,804,23542,1265940,27,618,498,0,0,0
John Doe,799,34037,1871661,29,16,456,0,0,0
John Doe,659,34474,96331,12,385,9293,1,0.063,11680.49108
John Doe,503,15419,869310,25,159,1281,0,0.08,80944.98554
John Doe,398,203360,1775588,14,3,3677,0,0,0
John Doe,421,17387,1467422,17,961,9362,0,0,0
John Doe,813,106100,660768,9,297,2981,0,0.063,97046.90749
John Doe,328,119085,550882,13,870,9653,0,0.067,63844.46007
John Doe,783,160088,786746,1,746,7274,0,0.055,1598829.621
John Doe,336,36615,1505361,1,601,8831,0,0,0
John Doe,687,242188,1750025,16,455,9786,0,0,0
John Doe,568,269274,1135285,4,594,9907,0,0,0
John Doe,365,210649,1228880,4,871,7639,0,0,0
John Doe,460,153608,1398052,15,672,5920,0,0,0
John Doe,698,156142,1739237,21,743,5222,0,0,0
John Doe,427,3159,1664833,22,320,7364,0,0,0
John Doe,747,66565,120889,7,832,4896,1,0.059,21976.73371
John Doe,492,106462,977934,11,627,2594,0,0.063,124116.0733
John Doe,336,10609,406388,19,914,3105,0,0.08,41671.09265
John Doe,776,204877,750969,23,142,514,1,0.08,72549.20991
John Doe,552,49504,1483169,23,371,7301,0,0,0
John Doe,504,5544,810850,16,958,4380,0,0.067,84488.67355
John Doe,697,106191,1124793,21,1000,5784,0,0,0
John Doe,788,178897,1588283,24,133,9847,0,0,0
John Doe,563,170193,315009,27,93,7867,1,0.085,29875.45559
John Doe,837,140599,823370,14,935,5959,0,0.067,94659.46937
John Doe,668,266597,1562774,21,874,7138,0,0,0
John Doe,346,115968,1281072,17,306,4150,0,0,0
John Doe,317,73324,320371,29,964,6669,0,0.085,29886.37303
John Doe,434,292434,802447,12,545,3034,0,0.063,96371.3279
John Doe,388,144662,1351898,26,923,5387,0,0,0
John Doe,756,89266,1405230,26,944,4103,0,0,0
John Doe,334,286129,1606096,2,441,9422,0,0,0
John Doe,837,41033,163812,3,206,9240,0,0.055,60917.67081
John Doe,751,79082,1944909,10,919,4847,0,0,0
John Doe,552,224515,34893,10,401,4914,1,0.063,4740.395243
John Doe,488,159005,1055131,6,774,7915,0,0,0
John Doe,482,250924,1660936,7,8,771,0,0,0
John Doe,523,2665,581742,14,564,9642,0,0.067,66880.48998
John Doe,441,234608,1207432,3,817,3711,0,0,0
John Doe,335,152862,1493355,2,234,4255,0,0,0
John Doe,324,94225,419256,25,117,5095,0,0.08,39038.62933
John Doe,733,239558,916797,21,602,4090,0,0.08,90398.9053
John Doe,727,96691,1981978,9,690,7738,0,0,0
John Doe,543,109805,122123,27,370,5847,1,0.085,11640.44092
John Doe,761,41988,1830762,5,306,8282,0,0,0
John Doe,836,31123,1432873,29,50,144,0,0,0
John Doe,312,177660,1865850,8,277,1636,0,0,0
John Doe,624,241325,1979632,26,134,2243,0,0,0
John Doe,413,115325,1431928,13,273,7506,0,0,0
John Doe,651,298034,1276988,15,454,9149,0,0,0
John Doe,651,282725,439883,18,370,7269,1,0.08,46883.15688
John Doe,698,181346,422768,23,504,3535,1,0.08,40356.23674
John Doe,606,239236,913375,24,681,6489,1,0.08,85816.06305
John Doe,720,279643,1600516,19,48,9837,0,0,0
John Doe,582,210912,507767,26,362,594,1,0.085,48742.69988
John Doe,556,80305,1787077,11,243,8555,0,0,0
John Doe,724,84172,872512,25,184,4204,0,0.08,81067.70521
John Doe,646,190786,870878,8,368,339,0,0.059,147928.5997
John Doe,430,151330,26209,29,955,9484,1,0.085,2444.952729
John Doe,745,60837,1486024,10,44,2212,0,0,0
John Doe,524,113075,820838,10,333,3860,0,0.063,112889.467
John Doe,555,200971,944279,20,796,809,0,0.08,95602.36484
John Doe,620,244524,441791,7,939,2225,1,0.059,81144.69524
John Doe,816,115748,1851742,29,89,485,0,0,0
John Doe,478,274971,295432,25,125,7582,1,0.08,27569.33218
John Doe,650,271215,948736,14,489,4362,0,0.067,106565.7329
John Doe,637,64402,1867117,30,158,5805,0,0,0
John Doe,737,104590,1997954,9,254,1370,0,0,0
John Doe,367,100158,1699579,29,310,7948,0,0,0
John Doe,429,179846,223931,22,789,9214,1,0.08,21849.35627
John Doe,416,47991,772921,18,620,3610,0,0.08,81322.63017
John Doe,792,296507,901796,14,880,3171,1,0.067,100540.0841
John Doe,711,156629,1710368,15,708,9560,0,0,0
John Doe,549,230161,1699157,28,630,6849,0,0,0
John Doe,684,212702,1554488,2,588,1344,0,0,0
John Doe,573,13908,754763,20,40,4388,0,0.08,76280.90389
John Doe,675,122581,1741466,5,418,3240,0,0,0
John Doe,349,160102,1162937,17,205,7202,0,0,0
John Doe,753,253767,1449860,21,899,1946,0,0,0
John Doe,753,54135,424043,4,256,2975,0,0.055,136419.7052
John Doe,594,215687,1037197,30,105,7989,0,0,0
John Doe,811,166991,1887603,4,748,3038,0,0,0
John Doe,696,208225,843941,27,80,9380,0,0.085,79974.25221
John Doe,578,104423,593975,29,382,3161,0,0.085,55223.31391
John Doe,499,196297,499408,22,1,904,1,0.08,48728.14982
John Doe,655,18822,19441,10,618,9090,1,0.063,2641.160804
John Doe,561,6049,1986772,12,974,4429,0,0,0
John Doe,300,219296,823439,1,668,7638,0,0.055,2003509.927
John Doe,773,128808,1311538,27,735,6633,0,0,0
John Doe,453,247786,29744,17,87,5847,1,0.067,3000.297375
John Doe,711,3951,585870,11,397,7790,0,0.063,78184.27181
John Doe,387,198967,358452,10,52,8192,1,0.063,50894.90779
John Doe,593,243164,1824649,20,723,5267,0,0,0
John Doe,354,111393,1344381,11,604,8052,0,0,0
John Doe,458,112922,601662,20,979,3474,0,0.08,60493.20595
John Doe,615,292358,1080284,12,634,9302,0,0,0
John Doe,409,286775,1008105,6,71,8818,0,0,0
John Doe,322,261966,1029274,25,990,4489,0,0,0
John Doe,561,86686,881714,12,588,8185,0,0.063,107432.6222
John Doe,714,249047,447935,24,352,257,1,0.08,42085.6912
John Doe,619,296127,1042965,17,839,6764,0,0,0
John Doe,643,186276,1106423,30,550,6448,0,0,0
John Doe,786,235075,1013565,26,293,5970,0,0,0
John Doe,604,160770,709783,20,366,3123,0,0.08,72378.78689
John Doe,544,246943,1349033,11,875,4747,0,0,0
John Doe,579,163667,709890,12,490,7706,0,0.063,86922.94171
John Doe,582,163694,957623,29,228,8128,0,0.085,89395.2814
John Doe,635,265006,12800,7,939,9517,1,0.059,2280.614327
John Doe,598,261940,1486929,23,759,8202,0,0,0
John Doe,620,43332,863415,6,61,7803,0,0.059,197008.2585
John Doe,683,19280,640746,23,824,6837,0,0.08,61815.86168
John Doe,798,130779,1328667,1,14,755,0,0,0
John Doe,737,66115,964388,26,718,2316,0,0.085,93096.59007
John Doe,638,59211,1171124,6,504,4035,0,0,0
John Doe,725,138833,1747725,2,27,6328,0,0,0
John Doe,743,209945,344712,5,969,3628,0,0.059,95202.55207
John Doe,503,280917,1452,15,224,166,1,0.067,155.2202912
John Doe,394,284515,1160018,23,121,3247,0,0,0
John Doe,504,59848,442079,5,175,1130,0,0.059,117858.5394
John Doe,416,116079,1633552,5,275,7833,0,0,0
John Doe,802,40773,772030,5,550,4870,0,0.059,202340.3121
John Doe,628,276990,397721,8,757,1884,1,0.059,68832.40218
John Doe,708,48883,679171,26,72,3605,0,0.085,65316.60223
John Doe,678,287493,1518864,18,106,6086,0,0,0
John Doe,799,98147,1539773,3,129,9139,0,0,0
John Doe,553,80776,831242,13,555,4366,0,0.067,99214.42125
John Doe,676,146257,1143811,5,745,623,0,0,0
John Doe,629,100967,95731,26,781,6053,1,0.085,9232.520119
John Doe,341,156641,444028,17,949,5975,1,0.067,44176.26264
John Doe,805,131096,52234,4,892,8474,1,0.055,14577.34472
John Doe,692,205772,651159,9,905,5671,0,0.063,101411.1531
John Doe,563,28490,1842492,9,89,1164,0,0,0
John Doe,839,135632,1467090,15,448,5099,0,0,0
John Doe,807,54000,1391539,6,551,4762,0,0,0
John Doe,657,130166,1093876,0,105,4491,0,0,0
John Doe,817,170573,177085,12,760,2891,1,0.063,21683.28774
John Doe,485,24510,326808,20,834,3723,0,0.08,33386.76562
John Doe,450,65018,1880543,16,514,1247,0,0,0
John Doe,450,165419,1700100,24,910,815,0,0,0
John Doe,632,56671,164351,1,373,9694,0,0.055,498715.4829
John Doe,403,129799,689026,1,251,8213,0,0.055,847817.2
John Doe,789,147801,189156,17,823,9255,1,0.067,18974.07315
John Doe,730,119999,1485979,3,282,4747,0,0,0
John Doe,575,275770,1371798,17,207,4408,0,0,0
John Doe,816,154300,1182225,7,821,415,0,0,0
John Doe,661,236743,1659971,27,841,191,0,0,0
John Doe,632,18877,343142,20,903,5522,0,0.08,34991.26028
John Doe,594,288426,1599845,10,379,8509,0,0,0
John Doe,465,273836,1222103,30,130,9843,0,0,0
John Doe,617,136009,505444,27,910,3038,1,0.085,47897.31265
John Doe,658,86324,1195598,30,82,2937,0,0,0
John Doe,583,275301,1878566,12,782,1803,0,0,0
John Doe,557,94291,616747,11,978,6222,0,0.063,81357.00862
John Doe,748,81587,119695,2,884,6356,0,0.055,106157.3819
John Doe,528,76488,92222,27,137,1255,1,0.085,8775.425761
John Doe,455,96712,1726487,29,252,2461,0,0,0
John Doe,502,279320,323426,14,946,236,1,0.067,36058.35161
John Doe,621,292671,1278788,16,26,4102,0,0,0
John Doe,408,236215,1970128,12,470,2959,0,0,0
John Doe,527,272748,1207986,14,281,5101,0,0,0
John Doe,576,137495,1565929,22,175,7594,0,0,0
John Doe,619,164078,763128,14,463,4569,0,0.067,87386.33632
John Doe,613,190758,1130835,19,949,3038,0,0,0
John Doe,760,44202,804386,22,861,9257,0,0.08,78485.40977
John Doe,794,246563,1796758,21,442,8944,0,0,0
John Doe,303,122404,1632867,19,540,5714,0,0,0
John Doe,568,289807,1215331,27,510,590,0,0,0
John Doe,655,140876,1529813,4,366,116,0,0,0
John Doe,708,172112,701386,3,494,2712,0,0.055,291869.6533
John Doe,780,205225,1021976,29,871,9943,0,0,0
John Doe,681,38640,1645713,14,983,4071,0,0,0
John Doe,401,65735,76449,15,409,6991,1,0.067,8255.285847
John Doe,718,108162,1592173,17,623,9335,0,0,0
John Doe,622,24913,1888922,3,391,7645,0,0,0
John Doe,756,67248,120287,19,532,4845,1,0.08,12404.61642
John Doe,485,200967,1064776,7,913,1543,0,0,0
John Doe,787,128016,1127425,15,141,205,0,0,0
John Doe,520,146500,1671634,26,973,4355,0,0,0
John Doe,487,258948,1805598,10,86,2973,0,0,0
John Doe,693,155167,702978,15,962,3747,0,0.067,75910.53296
John Doe,658,185179,1316475,9,434,8935,0,0,0
John Doe,595,42517,1241715,23,740,740,0,0,0
John Doe,541,269238,1363037,0,662,3359,0,0,0
John Doe,420,299697,1325630,19,445,8753,0,0,0
John Doe,697,246251,234548,2,26,6384,0,0.055,124110.5755
John Doe,487,86864,1937633,9,145,9483,0,0,0
John Doe,588,215591,1879298,20,255,5181,0,0,0
John Doe,366,86677,385358,13,636,6706,0,0.067,44843.77854
John Doe,438,70414,1771574,11,247,4444,0,0,0
John Doe,821,114503,778875,22,220,1781,0,0.08,75996.25495
John Doe,350,9384,1139097,20,198,1399,0,0,0
John Doe,618,1150,512149,2,480,8823,0,0.055,294313.9063
John Doe,411,73450,76994,2,376,4474,0,0.055,73372.44445
John Doe,574,104154,222813,30,810,4732,1,0.085,20635.2163
John Doe,664,232330,485212,29,940,3710,1,0.085,45455.56261
John Doe,359,175626,1233515,27,65,5248,0,0,0
John Doe,556,28232,1137997,25,721,5360,0,0,0
John Doe,804,37137,1023320,15,650,6159,0,0,0
John Doe,544,31543,755040,28,80,1796,0,0.085,71265.90106
John Doe,384,286533,1864725,15,237,9676,0,0,0
